,feature_id,river,run,riverNWM,distance
1025,190659,South Platte ,04. Deckers to Confluence with North Fork,South Platte River,0.0013836997506682445
1026,190407,South Platte ,05. Waterton Canyon,South Platte River,0.011873203190376989
1027,188209,South Platte ,06. Near Union Avenue,South Platte River,0.006179666746782719
1028,228593,South Platte ,07. Confluence Park (of South Platte with Cherry Creek),South Platte River,0.0063961629122435215
1029,229351,South Platte ,08. Brighton City Park to Ft. Lupton,South Platte River,0.009009739695342566
1030,1235545,Sweetwater Creek ,01. Pine Valley Ranch to Anderson Camp,Sweetwater Creek,0.005861520792424042
1031,1332750,Taylor River ,01. 748 Bridge to Pieplant Ranch,Taylor River,0.0054110998881932
1032,1333490,Taylor River ,02. Taylor Park Reservoir to Almont,Taylor River,0.0025317290534349747
1033,1312985,Tenmile Creek ,01. Near Copper Mountain Ski Area to Dillon Reservoir,Tenmile Creek,0.0006294146298364802
1034,17897831,Treasure Creek ,01. Horsethief Park to Stunner CG,Treasure Creek,0.0045561696070257765
1035,1356342,Trout Creek ,Dunkley - Flat Tops Wilderness,Trout Creek,0.007567013942103807
1036,9770336,Uncompahgre River ,01. Uncompahgre Gorge,Uncompahgre River,0.022473854898535976
1037,9769496,Uncompahgre River ,02. Ouray to KOA campground,Uncompahgre River,0.004769025476969546
1038,9769860,Uncompahgre River ,03. Rollans park to Ridgway Reservoir,Uncompahgre River,0.008634263141689264
1039,9769258,Uncompahgre River ,04. Billy Creek SWA to Trout Rd,Uncompahgre River,0.0006374550964577687
1040,17032789,Vallecito Creek ,01. 1 Mile Above Vallecito CG,Vallecito Creek,0.008709222173839636
1041,1255314,"White, North Fork ",01. Mirror Lake to South Fork,North Dry Fork,1.246086911824692
1042,17880892,"White, South Fork ",01. National Forest CG to North Fork,Little North Fork,2.032869172970694
1043,5308038,White ,02. Rangely to Bonanza Bridge,White River,0.0025333771926009537
1044,1237551,Williams Fork ,01. Horseshoe CG to Williams Fork Reservoir,Williams Fork,0.0030825476476414883
1045,1231183,Willow Creek ,01. National Forest CG to Reservoir,Willow Creek,0.0036730289256922156
1046,1354374,Willow Creek ,01. Steamboat Lake to Elk River,Willow Creek,0.0056859915582172585
1047,17035585,Wolf Creek ,01. Downstream from Highway 160 Bridge,Wolf Creek,0.001328720808869137
1048,2885618,Woods Creek ,01. Henderson Mine to West Fork Clear Creek,Woods Creek,0.001409113904395663
1049,1357244,Yampa ,01. Yampa River Park to Transit Center,Yampa River,0.0025289580858528444
1050,1357198,Yampa ,02. Transit Center to Pump Station,Yampa River,0.003261613864325377
1051,1356952,Yampa ,03. Little Yampa Canyon,Yampa River,0.0014962406223706067
1052,3112187,Yampa ,04. 85 Rd to Deer Lodge Park Rd,Yampa River,0.0033943601753465575
1053,3111399,Yampa ,05. Deerlodge Park to Echo Park,Yampa River,0.0050728176702790765
1054,1326333,Yule Creek ,01. Headwaters Run,Yule Creek,0.013098403192958616
1055,1326333,Yule Creek ,02. Bible Camp to Crystal River,Yule Creek,0.053473088983955294
1056,7713638,Bantam ,Stoddard Road to Shepaug River,Bantam River,0.013275826226642107
1057,6094075,Center Brook ,Pisgah Mtn. Rd. to Sandy Brook,Center Brook,0.5950087839931402
1058,7713018,East Aspetuck ,Paper Mill Road to Housatonic River,East Aspetuck River,0.021207585647602
1059,7717672,Far Mill River ,Shelton to Housatonic River,Farmill River,0.005257515858267916
1060,10231869,"Farmington, W. Branch ",1. Hogback Road (Goodwin Dam) to Riverton,Warrington Branch,5.089063488201365
1061,10231869,"Farmington, W. Branch ",2. Riverton to Satan's Kingdom parking area,Warrington Branch,5.070846768735968
1062,6109463,Farmington ,1. Satan's Kingdom Parking Area to Canton,Farmington River,0.10576299506443479
1063,6109271,Farmington ,2. Collinsville to Unionville,Farmington River,0.05476747480028491
1064,6109519,Farmington ,3. Tariffville Park (Simsbury) to Highway 187 (Tariffville G...,Farmington River,0.0005009684788202451
1065,6177424,Hammonasset ,Summer Hill Rd to Green Hill Rd,Hammonasset River,0.0037540827108625725
1066,7711932,Housatonic ,1. Great Falls to Falls Village Hydro Plant,Housatonic River,0.006012491663193966
1067,7711932,Housatonic ,"2. Falls Village Hydro 13.2 mi to Swifts Bridge, 9.3 mi to ...",Housatonic River,0.0010641691594830119
1068,7714082,Housatonic ,3. Bulls Bridge Dam to Power Plant,Housatonic River,0.0004432335727411497
1069,6162937,Natchaug ,"1. Upper, Route 44 to England Road",Natchaug River,0.022196123828274853
1070,6162939,Natchaug ,"2. Diana's Pool, England Road to Route 198",Natchaug River,0.019150754554326306
1071,6162597,Natchaug ,"3. Lower, Route 198 to Bassetts Bridge Road",Natchaug River,0.00930701971631861
1072,7712342,Naugatuck ,1. Torrington,Naugatuck River,0.050781174858405116
1073,7713302,Naugatuck ,2. South Waterbury–Beacon Falls,Naugatuck River,0.008266106701465646
1074,7732029,Norwalk ,Bridge in Cannondale to Long Island Sound,Norwalk River,0.0009221892430486683
1075,6148739,Quinebaug ,Below Route 6,Quinebaug River,0.0009500621032339119
1076,7700294,Roaring Brook ,Cold Brook Rd to Rt 17 in S Glastonbury,Roaring Brook,0.018189434570643384
1077,4547888,Salmon ,"Blackledge, Old route 2 to covered bridge at Hwy 16",Salmon Run,9.077696422209762
1078,4547888,Salmon ,"Jeremy, Old route 2 to covered bridge at Hwy 16",Salmon Run,9.104971255847
1079,6107089,Sandy Brook ,Phelps Flat Rd. to Route 8 Bridge,Sandy Brook,0.0035282930717292454
1080,7722748,Shepaug ,Valley Road (Shepaug Reservoir) to Route 47,Shepaug River,0.004710378315354922
1081,9480528,Still ,Above Sandy Brook,Still Run,3.0944739966298034
1082,7712756,Tenmile ,South Dover NY to Gaylordsville CT,Tenmile River,0.018298994598277777
1083,6162585,Willimantic River ,1. Eagleville Dam to Bridge Street,Willimantic River,0.004307858516715541
1084,6163177,Willimantic River ,2. Bridge St. to the Thread Mill,Willimantic River,0.026789711831227952
1085,22338089,Anacostia ,Aquatic Garden Run,Anacostia River,0.023001056780072474
1086,22338423,Rock Creek ,2. Beach Dr. below East-West Hwy to Potomac River in D.C.,Rock Creek,0.011723329262626906
1087,22338431,Rock Creek ,Rock Creek Park [a subsection of 2. Beach Dr. below East-Wes...,Rock Creek,0.012546972901866207
1088,4650724,Brandywine Creek ,"Shaws Bridge Park, Lenape, PA to Thompson Bridge Road, DE",Brandywine Creek,0.0011255794063557171
1089,4652076,Brandywine Creek ,Thompson Bridge Road to Market Street,Brandywine Creek,0.0016058324428818754
1090,4651090,Red Clay Creek ,Marshall Bridge Road to Rt. 41,Red Clay Creek,0.012873336897247943
1091,2016586,Alapahoochee (Grand Bay Canal) ,GA SR 135 in Echols Co. to Fla SR 150 on the Alapaha,Alapahoochee River,0.0007285773809279977
1092,2287413,Aucilla ,Fla SR 257 to gauging station near Cabbage Grove ,Aucilla River,0.022209840161522575
1093,2133606,Chipola ,County Road 278 to County Road 274,Chipola River,0.0008427105078276479
1094,2000218,Falling Creek ,Fla SR 131,Falling Creek,0.004202688663222023
1095,166743843,Hillsborough ,Tampa,Hillsborough River,0.015964089659663012
1096,2000172,Suwannee ,Big Shoals Tract to U.S. 41 bridge,Suwannee River,0.002208393080954477
1097,2016596,Turket Creek ,Jennings to Alapaha,Turket Creek,0.0012307412782173025
1098,2016586,Alapahoochee (Grand Bay Canal) ,GA SR 135 in Echols Co. to Fla SR 150 on the Alapaha,Alapahoochee River,0.0007285773809279977
1099,6330502,Alcovy ,1- US 29 to Alcovy Rd.,Alcovy River,0.006016034574369143
1100,6331626,Alcovy ,2- GA Route 81 to US 278,Alcovy River,0.004324546334292243
1101,6334808,Alcovy ,3- Factory Shoals,Alcovy River,0.00047632466057321313
1102,15819047,Allen Creek ,Pigeon Mountain Wildlife Management Area to SR 337,Allen Creek,0.014629351481217195
1103,6495734,Amicalola Creek ,Lower,Amicalola Creek,0.008470796892842448
1104,6494938,Amicalola Creek ,Upper,Amicalola Creek,0.0018840488316404396
1105,3286466,Annewakee ,Anneewakee Road to GA Route 166,Anneewakee Creek,0.0025374143942602425
1106,1052085,Apalachee ,3 - High Shoals to Price Mill,Apalachee River,0.0003409708744942634
1107,1050457,Apalachee ,4 - Price Mill Road to Hwy 441,Apalachee River,0.009905527491524343
1108,1050611,Apalachee ,5 &amp; 6: 441/Pot Leaf Shoals to Lake Oconee,Apalachee River,0.003230379790907267
1109,6265940,Augusta Canal Overflow ,Augusta Canal Pump Station,West Fork Overflow Creek,1.963621255773366
1110,1049881,Barber Creek ,Daniels Bridge to Macon Hwy,Barber Creek,0.003508949416441977
1111,3286100,Bear Creek (Fulton County) ,Cochran Mill,Bear Creek,0.0015414483916039025
1112,19698399,Bear Creek ,Hwy 129 pull off by bridge to Canyon View Rd takeout,Bear Creek,0.004130004358354729
1113,15821833,Big Cedar Creek ,Chubbtown Bridge to Lyons Bridge,Big Cedar Creek,0.07595616193568701
1114,6280559,Big Clouds Creek ,GA 22 to Watson Mill Bridge St. Pk.,Big Clouds Creek,0.0047491702354364364
1115,6267544,Big Creek ,Highway 28 to Overflow Creek,Big Creek,0.0028701514181728076
1116,2045027,Big Creek ,Roswell (Grimes Bridge Rd to Vickery Creek Park),Big Creek,0.01131430153184514
1117,6268568,Big Panther Creek ,Old Hwy 441 to dirt road off Yonah Lake Road,Panther Creek,0.0058847085471582
1118,6335252,Big Sandy Creek ,Chief McIntosh Lake to GA 42,Big Sandy Creek,0.0036529570455236375
1119,2040709,Blood Mountain Creek ,to Dicks Creek,Blood Mountain Creek,0.0036637272633323103
1120,2040853,Boggs Creek ,USFS Campground to Turner's Corner,Boggs Creek,0.0029570994825587646
1121,9870274,"Broad, South Fork ",Watson Mill Bridge State Park,Broad Mouth Creek,0.7948949595966428
1122,6278499,Broad ,US Route 281 to US Route 172,Broad River,0.00248173830207879
1123,1049957,Calls Creek ,to Oconee River,Calls Creek,0.003042416473790971
1124,6478281,Cartecay ,1. GA Route 52 to Lower Cartecay Road,Cartecay River,0.005681826459351696
1125,6478299,Cartecay ,2. Lower Cartecay Road to Stegall Mill Road Road,Cartecay River,0.0029440169836474415
1126,6478377,Cartecay ,3. Stegall Mill Road to DNR,Cartecay River,0.004698452511206855
1127,2040493,Chattahoochee ,1 - USFS Road 44 to Robertson,Chattahoochee River,0.0021419841269260604
1128,2040713,Chattahoochee ,2 - Robertson to GA Route 115,Chattahoochee River,0.0004188078318322817
1129,2041579,Chattahoochee ,3 - Upper Hooch - GA Route 115 to Duncan Bridge Road,Chattahoochee River,0.0005338501662572186
1130,2042071,Chattahoochee ,4 - Duncan Bridge to Belton Bridge (Lake Lanier),Chattahoochee River,0.0021602536946122284
1131,2045337,Chattahoochee ,5 - Middle Hooch - Buford Dam to Highway 20,Chattahoochee River,0.0018204351128254938
1132,2048193,Chattahoochee ,6 - Metro Hooch - Powers Ferry to West Pallisades/Paces Mill,Chattahoochee River,0.0032761104987506823
1133,3286332,Chattahoochee ,7 - The Wave - Upstream of Atlanta Road,Chattahoochee River,0.0026249998095299967
1134,3434268,Chattahoochee ,8 - Metro Columbus/Phenix City,Chattahoochee River,0.00044594170022577677
1135,6267746,"Chattooga, West Fork ",Overflow Creek Road Bridge to Highway 28 Boater's Access,Chattooga River,0.04810809595068225
1136,6265844,Chattooga ,Ellicott Rock - Bull Pen Bridge to Burrell's Ford,Chattooga River,0.004481525186803664
1137,6269146,Chattooga ,Rock Gorge - Burrell's Ford to Lick Log Creek,Chattooga River,0.0022569076188425794
1138,6267746,Chattooga ,Section 2 - Highway 28 Putin to Earl's Ford,Chattooga River,0.00501945734118265
1139,6267746,Chattooga ,Section 3 - Earls Ford to Route 76 Bridge,Chattooga River,0.001097647955435189
1140,6269342,Chattooga ,Section 4 - Route 76 Bridge to Tugaloo Lake Boat Ramp,Chattooga River,0.0034652002828142047
1141,2040985,Chestatee ,1 - Turners Corner to Town Creek Church Bridge (a/k/a Garnet...,Chestatee River,0.0007263063789136529
1142,2041519,Chestatee ,2 - Town Creek Church Bridge (a/k/a Garnett Bridge) to Coppe...,Chestatee River,0.004907546128155142
1143,2040985,Chestatee ,3 - Copper Mine to Lumpkin County Park,Chestatee River,0.00356232496196122
1144,6479617,Clear Creek ,1. The headwaters. Hwy 240 (Sequayah Lake) to Blackberrry M...,Clear Creek,0.0023400034188047
1145,6478447,Clear Creek ,2.- Blackberry Mountain Road to DNR Takeout (Cartecay River),Clear Creek,0.0017155115855003304
1146,19697661,Cole City Creek ,Casey Road to Tennessee River (Nickajack Lake),Cole City Creek,0.03641606049600182
1147,19534318,Coleman ,Coleman River Rd to Tallulah River,Coleman Fork,2.887182445160217
1148,12192938,Conasauga ,Chicken Coop Gap to East Cowpen Road - Upper,Conasauga River,0.004196686481049876
1149,12193020,Conasauga ,Hickory Creek Trailhead to East Cowpen Road,Conasauga River,0.009094294585078358
1150,12192636,Conasauga ,Jacks River to U.S. 411 Bridge,Conasauga River,0.005466085985426116
1151,12193256,Conasauga ,Upper Upper Upper (Section 1) - Chestnut Lead Trail to Hicko...,Conasauga River,0.0007115834408681169
1152,19668953,Cooper Creek ,USFS Route 33 to Mulky Creek Camp - Toccoa river trib.,Cooper Creek,0.0022972078280557077
1153,15823339,Coosa ,Lock and Dam,Coosa River,0.0022414466395420337
1154,6478167,Coosawattee ,GA Route 5 to Carter's Lake,Coosawattee River,0.0021469855409155286
1155,19679753,Corbin Creek ,Lower,Corbin Creek,0.0017062329422204304
1156,19698471,Daniel Creek ,to Bear Creek,Daniel Creek,0.008469057948886301
1157,19737087,Darnell Creek ,Roadside along Darnell Creek Rd.,Darnell Creek,0.010288656492219973
1158,6275905,Dicks Creek. Russell WMA. ,FS 187 to Middle Fork Broad. ,Dicks Creek,0.012548186960677558
1159,2040863,Dicks Creek ,1- First WMA Gate to Old Waters Creek Campground,Dicks Creek,0.004112063229087277
1160,2040863,Dicks Creek ,2- Old Waters Creek Campground to Turners Corner,Dicks Creek,0.004155792069456375
1161,2040699,Dodd Creek ,Ravencliff Trail to GA 348,Dodd Creek,0.02495445787464448
1162,3285980,Dog ,GA Route 5 to Dog River Reservoir,Dog River,0.014605262794122099
1163,2040695,Dukes Creek ,to Dodd Creek,Dukes Creek,0.0063609452913882
1164,6494392,Etowah ,"1 - Upper, Above Hightower Road",Etowah River,0.004863797795963196
1165,6494448,Etowah ,2 - Hightower Road to first Hwy 9 crossing,Etowah River,0.00968891371620805
1166,6494756,Etowah ,3 - Highway 9 to Highway 136,Etowah River,0.007177939049604767
1167,6495778,Etowah ,4 - Highway 136 to Kelly Bridge Road ,Etowah River,0.0031392776156529186
1168,2043115,Flat Creek ,GA 52 to Glades,Flat Creek,0.002250375558123057
1169,3296896,Flat Shoals ,GA Route 18 to GA Route 103,Flat Shoal Creek,0.0031657611999093634
1170,6421014,Flint ,Sprewell Bluff State Park to Po Biddy Road,Flint River,0.0043868456516625905
1171,2040867,Frogtown Creek ,US 19/129 to US 19/129 at Turners Corner,Frogtown Creek,0.001663620750053496
1172,19698743,Gulf Creek ,Forester Gulf - Hwy 157 to Holder Loop,Gulf Creek,0.0038943492396115243
1173,1050583,Hard Labor Creek ,Historic Brown Hill Church to Browning Shoals,Hard Labor Creek,0.009148282216385013
1174,2041631,Hazel Creek ,US 441 Bus. to Duncan Bridge ,Hazel Creek,0.007297742644614423
1175,19679941,Helton Creek ,US 19 to Nottelly River,Helton Creek,0.011737153879159997
1176,19679815,High Shoals Creek ,High Shoals Creek Trailhead to Hiwassee River to US 17,High Shoals Creek,0.00916532461930821
1177,6267572,Holcombe Creek ,FS Road 86B bridge to Three Forks of W.Fork Chattooga,Holcomb Creek,0.006151337293170221
1178,12193472,Holly Creek ,Cohutta Wilderness,Holly Creek,0.00655943969021735
1179,6277535,Hudson ,Wilson Shoals WMA,Hudson River,0.024239207304945824
1180,3286112,Hurricane Creek ,GA Route 5 to Mt. Zion Road,Hurricane Creek,0.014563008460671819
1181,9068278,Jack's ,Jones Mill/Bethlehem Church to Conasauga Confluence,Jacks Bay,5.700231962166107
1182,6418924,Lazer Creek ,Hendricks Road to Flint,Lazer Creek,0.0027275143077745757
1183,6415800,Line Creek ,Slippery Rock Run,Line Creek,0.009334293518262258
1184,6885228,Little 3 (Putnam County) ,Glenwood Springs Rd. to Lake Sinclair,Little Pine Run,4.4536197813092455
1185,2042999,Little John Creek ,Skitts Mountain Road to the Chattahoochee,Little John Creek,0.004121757966758315
1186,6339098,Little Towaliga ,Rocky Creek Rd. to Higgins Mill Rd.,Little Towaliga River,0.0004659881972700923
1187,19679519,"Little, E.Fk. ",GA 52 to near Lake Lanier,Little Creek,0.4721622227486594
1188,6497786,Little ,Playwave near Woodstock,Little River,0.0026281219530275555
1189,6498694,Long Swamp Creek ,"Grandview Rd to Cove Rd., Near Jasper, GA",Long Swamp Creek,0.008121548867056435
1190,2047803,Marsh Creek ,Mill Spring Academy to Riverside Rd.,March Creek,0.011755234966767829
1191,1049775,McNutt Creek ,Jennings Mill to Macon Hwy,McNutt Creek,0.0058613368543688395
1192,6275959,Middle Fork of the Broad River ,Browns Bottom Bridge to Reservoir #44,Middle Fork Broad River,0.0001570127383442063
1193,12193282,Mill Creek ,Cohuttas - Along Mill Creek Rd.,Mill Creek,0.012053784047608668
1194,6278535,Mill Shoal Creek ,GA 172 to Broad River (Sandbar),Mill Shoal Creek,0.008087059461489767
1195,3285950,Mobley Creek ,Banks Mill Rd to confluence with upper section of the Dog,Mobley Creek,0.0039812281466777505
1196,6268008,Moccasin Creek ,W. Wildcat Rd to Lake Burton,Moccasin Creek,0.03237986893833968
1197,2041891,Mossy Creek ,New Bridge Road to Chattahoochee River,Mossy Creek,0.0014834660716174118
1198,6478159,Mountaintown Creek ,Hwy 52w to Hwy 282/76w,Mountaintown Creek,0.313147423060149
1199,19737035,Mud Creek ,Mud Creek Rd. to Chatahoochee,Mud Creek,0.3041054630220071
1200,3297906,Mulberry Creek ,GA Route 219 to West Point Lake,Mulberry Creek,0.0030322480137096094
1201,1057297,Murder Creek ,Stanfordville to Lake Sinclair,Murder Creek,0.002540281874126719
1202,6277115,Nancy Town ,Lake Russell to GA 105,Nancy Town Creek,0.0003821481447705617
1203,3285520,Nickajack Creek ,East-West Connector to Bankhead Highway,Nickajack Creek,0.0004527692569104451
1204,1047187,North Oconee ,Hurricane Shoals County Park,North Oconee River,0.0032091602724568253
1205,6336550,Ocmulgee ,1. Lloyd Shoals Dam to Wise Creek,Ocmulgee River,0.0008008845110191648
1206,6341430,Ocmulgee ,2. Popes Ferry to Macon,Ocmulgee River,0.004217122834356843
1207,1050261,"Oconee, Middle ",2 - Hwy 82 to hwy 330,Oconee River,0.3356545846700205
1208,1050261,"Oconee, Middle ",3 - Tallassee Shoals to Ben Burton Park,Oconee River,0.262449689811219
1209,1050261,"Oconee, Middle ",4 - Ben Burton Park to Macon Hwy,Oconee River,0.1920806037758148
1210,1050261,"Oconee, Middle ",5 - Macon Hwy to Barnett Shoals Rd,Oconee River,0.13129587122684042
1211,1050261,"Oconee, North ",3 - Dudley Park to College Station Rd,Oconee River,0.15032701224049402
1212,1050261,"Oconee, North ",4 - College Station Rd to Whitehall Rd,Oconee River,0.12701421183305855
1213,1943791,Oconee ,At Milledgeville,Oconee River,0.0006497815017398827
1214,9957438,Ogeechee ,Jewell to 123 bridge,Ogeechee River,0.003938039911825697
1215,6267482,Overflow Creek ,USFS Road 86B to Overflow Creek Road Bridge,Overflow Creek,0.0014511114205817972
1216,6418092,Potato Creek ,Hwy 74 to Flint River,Potato Creek,0.0013151451936147466
1217,6278065,Rice Creek ,Victoria Bryant State Park to GA 145,Rice Creek,0.008513507332755098
1218,19697887,Rock Creek ,Lula Lake Road to Chattanooga Valley Road,Rock Creek,0.00794642016999602
1219,1050417,Rose Creek ,Elder Mill Rd. park and huck,Rose Creek,0.010149571881848026
1220,2047873,Rottenwood Creek ,Windy Hill Rd to Chattahoochee River,Rottenwood Creek,0.011171049236753909
1221,22720799,Savannah ,Savannah Rapids Park to North Augusta Boat Ramp,Savannah River,0.0024696558464775394
1222,19668743,Sea Creek ,Polecat Falls,Star Creek,0.14415656072825558
1223,6496640,Settingdown Creek ,Pooles Mill to GA Route 369,Settingdown Creek,0.006668378341544896
1224,2047783,Sewell Mill Creek ,Murdock Road to Sewell Mill Road,Sewell Mill Creek,0.026503877189771156
1225,6270470,Shoal Creek ,GA 77 to Lake Hartwell,Shoal Creek,0.0033187506895790884
1226,6278569,Skull Shoal Creek ,Home Church Rd to Broad River (Hwy 172),Scull Shoal Creek,0.0006084698282160847
1227,3286312,Snake ,Banning Mill Road to Johns Mill,Snake Creek,0.008689528721080681
1228,2047787,Sope Creek ,Lower Roswell Rd to Chattahoochee River,Sope Creek,0.0059022385349272255
1229,24645816,South ,GA 81 to Snapping Shoals Creek,South River,0.0004491560066137701
1230,6333824,South ,Klondike Rd to Ga 138/Stockbridge Hwy,South River,0.0021857696584974815
1231,6268098,Stekoa Creek ,1- Upper: Highway 23 to Rickman Airfield Road,Stekoa Creek,0.010039469182771725
1232,6268074,Stekoa Creek ,2- Timber Bluff Road off US Route 76 to Chattooga River,Stekoa Creek,0.0045387381506315425
1233,3285750,Sweetwater Creek ,Sweetwater Creek State Park to Chattahoochee River,Sweetwater Creek,0.005423728784395552
1234,6478071,Tails Creek ,Hwy 76 To Carters Lake [Ridgeway boat ramp]. ,Tails Creek,0.0021039244283079283
1235,6479093,Talking Rock Creek ,1- GA Highway 5 in Blaine to GA Highway 136,Talking Rock Creek,0.0011671357550085174
1236,6479111,Talking Rock Creek ,GA Highway 136 to Carters Lake Reservoir,Talking Rock Creek,0.007833501054912068
1237,6265816,Tallulah ,1 - GA/NC State Line to Tate Branch Campground,Tallulah River,0.00898419167204646
1238,6267594,Tallulah ,2 - Tate Branch Campground to Coleman River,Tallulah River,0.000403112887413327
1239,6267682,Tallulah ,3 - Coleman River Junction to Lake Burton,Tallulah River,0.002215777290250803
1240,6268344,Tallulah ,4 - Middle - Old Hwy 441 to Tallulah Falls Lake,Tallulah River,0.007470107094281672
1241,6269440,Tallulah ,5 - Tallulah Gorge to Lake Tugaloo,Tallulah River,0.012020873563168175
1242,3286474,Tanyard Branch ,above Dorsett Shoals Rd.,Tanyard Branch,0.0015421734647185718
1243,2041411,Tesnatee Creek ,Town Creek Road to Copper Mine,Tesnatee Creek,0.013244014163830389
1244,6268250,Tiger Creek ,Lakemont to Tallulah River,Tiger Creek,0.004746342676344986
1245,19669307,Toccoa ,Deep Hole Recreation Area to Sandy Bottoms,Toccoa River,0.005012621078600183
1246,19669291,Toccoa ,Sandy Bottoms to Tilley Bend,Toccoa River,0.0017985341253352028
1247,6339644,Towaliga ,High Falls,Towaliga River,0.003195790356078803
1248,6339646,Towaliga ,High Falls State Park to Ga 42,Towaliga River,0.0001649242250219094
1249,19697549,Warren Creek ,Hwy 301 to Nickajack Lake,Warren Creek,0.0012033287165148481
1250,6269176,Warwoman Creek ,Earl's Ford Road to Chattooga River,Warwoman Creek,0.0012161708378892818
1251,3291014,Whooping Creek ,Whooping Creek Rd to Ga Hwy 5.,Whooping Creek,0.004896276387735396
1252,6268106,Wildcat Creek ,roadside to W. Wildcat Creek Road,Wildcat Creek,0.0018502246570417037
1253,3286136,Wolf Creek ,Jones Mill Road to Hwy 5,Wolf Creek,0.012379953582311568
1254,2041227,Yahoola Creek ,1. Walnut Valley Rd. to Duffy Grizzle Rd.,Yahoola Creek,0.0022806358762330384
1255,2041705,Yahoola Creek ,2. US 19 to Chestatee River,Yahoola Creek,0.0027057341295734154
1256,6333398,Yellow ,1. River Drive to US 78 ,Yellow River,0.023543905049836084
1257,6333492,Yellow ,2. US 78 to Hwy 124,Yellow River,0.006484275683964321
1258,6333538,Yellow ,3. Hwy 124 to I-20,Yellow River,0.0017480560631719174
1259,6331314,Yellow ,4. Brown Bridge Road to Hwy 212 (above Lake Jackson),Yellow River,0.009978000801757302
1260,23936851,Hanalei ,Headwaters to the Ocean,Hanley Creek,41.540558079159645
1261,8933502,Koaie Stream ,Koai Camp to Waimea Canyon,Cold Stream,42.86458843973428
1262,5330707,Ohe'o Gulch ,Seven Sacred Pools,Pine Gulch Creek,37.53478537298672
1263,23949491,Wailuku River (Hilo Run) ,Waikaloa River State Park to HI 20,Winchuck River,38.13120568720193
1264,23915575,Waimea ,Waimea Canyon,Wimer Creek,41.30620265291668
1265,6603800,Boone ,"near Webster City (PnP, 0.5 mile access/egress)",Boone River,0.0009676150184817939
1266,4996149,Briggs Woods Spillway/Ditch 166 ,near Webster City (0.3 mile),Whippoorwill Branch,1.525817414337963
1267,7016577,Cedar ,Charles City Whitewater,Cedar River,0.002789795870669408
1268,937080142,Cedar ,"Clay Hole, Cedar Falls (PnP)",Cedar River,0.004153547890940646
1269,17556815,Cedar ,Palisades-Kepler State Park (PnP),Cedar River,0.0014470534961572685
1270,6594428,Des Moines ,Breens (PnP),Des Moines River,0.010404567887312803
1271,6594292,"Lizard Creek, N.Br. ",from Lentsch Access to confluence w/ Des Moines river in For...,Lizard Creek,0.004598496493425299
1272,13376193,Maquoketa River ,Manchester Whitewater Park,Maquoketa River,0.005506843469723694
1273,6978968,Onion Creek ,North Dakota Avenue to Veenker Golf Course (2.6 miles),Onion Creek,0.018348860346074723
1274,6610824,Raccoon ,"A) Henderson Park, Jefferson, IA (PnP)",North Raccoon River,0.003319615654813169
1275,6610156,Raccoon ,"B) Commerce Ledges (Walnut Woods SP), near Des Moines (PnP)",North Raccoon River,0.011070550711508859
1276,6594310,Soldiers Creek ,Fort Dodge - park to mouth (1 mile),Soldier Creek,0.0002612022120977636
1277,6978736,South Skunk ,"Story City to Ames (PnP, 8 miles or 19 miles)",South Skunk River,0.001330066163765013
1278,11919611,Turkey ,Elkader Whitewater Park (PnP),Turkey Run,1.614797095674871
1279,4994173,Turkey ,Vernon Springs Park (rock-arch rapids),Turkey Run,2.2379346658917454
1280,6610072,Walnut Creek ,Hwy 6 in Urbandale to Raccoon River (7 miles),Walnut Creek,0.015620411686932066
1281,22253847,White Breast Creek ,Stickle Bridge (PnP or ~2.5 miles),White Breast Creek,0.001639568540807041
1282,937080094,Winnebago ,East Park (Mason City) to Wren Ave. (10 miles),Winnebago River,0.008171738860245546
1283,23316640,Battle Creek ,Headwaters to Owyhee River,Battle Creek,0.0016391609349486848
1284,23519299,Bear Valley Creek ,Fir Creek Campground to Middle Fork Salmon confluence,Bear Valley Creek,0.008921469140039431
1285,4556948,Bear ,1 - Black Canyon - Grace Dam Bridge to Grace Powerhouse,Bear River,0.005152725201291251
1286,4556536,Bear ,2 - Grace Powerhouse to the Oneida Reservoir,Bear River,0.00013242356286017302
1287,4560868,Bear ,3 - Oneida Powerhouse to ID-36,Bear River,0.004531423175999687
1288,23607346,Big Bear ,Highway 8 Bridge (West of Deary) to Kendrick High School,Big Bear Creek,0.0036304665978522453
1289,23551752,Big Creek (Tributary of Middle Fork Salmon River) ,"Big Creek Airstrip to Cache Bar, Middle Fork of Salmon",East Fork South Fork Salmon River,0.18271180209553695
1290,23238470,"Big Lost, E. Fork ","Headwaters 12.9 mi to Star Hope Creek, 14.2 mi to Forks",Big Lost River,0.19239534295685556
1291,23588610,Big Sand Creek ,Swamp Creek Trail to White Sand Creek,Big Sand Creek,0.0017204704214543055
1292,24470026,Bitch Creek ,Coyote Meadows to Highway 32 Bridge,Bitch Creek,0.009909176000045962
1293,24469992,Bitch Creek ,Highway 32 Bridge (near Wyoming line) to Teton River,Bitch Creek,0.005299681971585959
1294,24479195,Blackfoot ,Blackfoot Dam to Cutthroat Creek Campground,Blackfoot River,0.0003866212616978048
1295,24479083,Blackfoot ,Cutthroat Trout Campground to Trail Creek Bridge,Blackfoot River,0.0030482494976722474
