,featureID,State,ID,RiverName,RunName,Put In,Take Out,Class,nameNWM,distance
205,1314261.0,CO,6606,Snake River ,01. Keystone Lodge to Swan Mtn Rd,"['39.6052', '-105.915']","['39.6028', '-106.013']",IV,Snake River,0.0006503076195229045
206,17880892.0,CO,427,"South Platte, North Fork ",01. Bailey to Pine,"['39.404800415039', '-105.47399902344']","['39.409000396729', '-105.34799957275']",IV-V,Little North Fork,1.845129236603076
207,17880892.0,CO,426,"South Platte, North Fork ",02. Foxton,"['39.407638549805', '-105.25675201416']","['39.4084815979', '-105.17017364502']",III-IV,Little North Fork,2.0002338323210958
208,5242120.0,CO,3787,South Platte ,01. Eleven Mile Canyon,"['38.9055', '-105.474']","['38.9716', '-105.365']",IV(V+),South Platte River,0.0031684854425946827
209,5240154.0,CO,2835,South Platte ,02. Lake George to Cheesman Reservoir,"['39.0137', '-105.363']","['39.1109', '-105.34']",V+,South Platte River,0.003348257009252929
210,190925.0,CO,4262,South Platte ,03. Cheeseman Reservoir to Deckers,"['39.1109', '-105.34']","['39.2567', '-105.222']",IV,South Platte River,0.0013784411485541052
211,190659.0,CO,424,South Platte ,04. Deckers to Confluence with North Fork,"['39.2567', '-105.222']","['39.4086', '-105.171']",I-III,South Platte River,0.0013836997506682445
212,190407.0,CO,423,South Platte ,05. Waterton Canyon,"['39.408298', '-105.172997']","['39.414398', '-105.149002']",III-IV,South Platte River,0.011873203190376987
213,188209.0,CO,4263,South Platte ,06. Near Union Avenue,"['39.631900787354', '-105.01499938965']","['39.633098602295', '-105.01599884033']",III,South Platte River,0.0061796667467827185
215,229351.0,CO,3206,South Platte ,08. Brighton City Park to Ft. Lupton,"['39.989799499512', '-104.82849884033']","['40.079898834229', '-104.82009887695']",I-II,South Platte River,0.009009739695342566
216,1235545.0,CO,2547,Sweetwater Creek ,01. Pine Valley Ranch to Anderson Camp,"['39.755001', '-107.100601']","['39.722099', '-107.0401']",III-IV,Sweetwater Creek,0.0058615207924240425
217,1332750.0,CO,11060,Taylor River ,01. 748 Bridge to Pieplant Ranch,"['38.924594', '-106.601111']","['38.894754', '-106.572554']",I-III,Taylor River,0.0054110998881932
218,1333490.0,CO,428,Taylor River ,02. Taylor Park Reservoir to Almont,"['38.816002', '-106.612']","['38.662998', '-106.847']",II-IV,Taylor River,0.002531729053434975
219,1312985.0,CO,2826,Tenmile Creek ,01. Near Copper Mountain Ski Area to Dillon Reservoir,"['39.523498535156', '-106.13890075684']","['39.578998565674', '-106.09239959717']",III-V,Tenmile Creek,0.0006294146298364803
220,17897831.0,CO,4546,Treasure Creek ,01. Horsethief Park to Stunner CG,"['37.370998382568', '-106.62999725342']","['37.376998901367', '-106.56999969482']",V,Treasure Creek,0.004556169607025777
221,1356342.0,CO,10999,Trout Creek ,Dunkley - Flat Tops Wilderness,"['40.181', '-107.125']","['40.243', '-107.087']",III+(IV),Trout Creek,0.0075670139421038065
222,9770336.0,CO,5769,Uncompahgre River ,01. Uncompahgre Gorge,"['37.966649', '-107.660093']","['38.01976', '-107.675392']",IV-V+,Uncompahgre River,0.022473854898535976
223,9769496.0,CO,429,Uncompahgre River ,02. Ouray to KOA campground,"['38.0156', '-107.674']","['38.7337', '-108.078']",III-V+,Uncompahgre River,0.004769025476969546
224,9769860.0,CO,5180,Uncompahgre River ,03. Rollans park to Ridgway Reservoir,"['38.152', '-107.752']","['38.191', '-107.748']",II-III,Uncompahgre River,0.008634263141689264
225,9769258.0,CO,10679,Uncompahgre River ,04. Billy Creek SWA to Trout Rd,"['38.2878', '-107.763']","['38.3922', '-107.824']",I-II(III),Uncompahgre River,0.0006374550964577687
226,17032789.0,CO,3452,Vallecito Creek ,01. 1 Mile Above Vallecito CG,"['37.517200469971', '-107.53399658203']","['37.476988', '-107.54463']",V+,Vallecito Creek,0.008709222173839636
227,1255314.0,CO,431,"White, North Fork ",01. Mirror Lake to South Fork,"['40.054599761963', '-107.31770324707']","['39.973098754883', '-107.63780212402']",III,North Dry Fork,1.2460869118246922
228,17880892.0,CO,432,"White, South Fork ",01. National Forest CG to North Fork,"['39.904598236084', '-107.53970336914']","['39.973098754883', '-107.63780212402']",III-IV,Little North Fork,2.032869172970694
229,5308038.0,CO,430,White ,02. Rangely to Bonanza Bridge,"['40.093', '-108.816']","['39.979', '-109.178']",I-II,White River,0.0025333771926009537
230,1237551.0,CO,433,Williams Fork ,01. Horseshoe CG to Williams Fork Reservoir,"['39.9', '-106.096']","['40.0004', '-106.18']",II-IV,Williams Fork,0.0030825476476414888
231,1231183.0,CO,434,Willow Creek ,01. National Forest CG to Reservoir,"['40.212100982666', '-106.0525970459']","['40.153099060059', '-105.97679901123']",II,Willow Creek,0.0036730289256922156
232,1354374.0,CO,10524,Willow Creek ,01. Steamboat Lake to Elk River,"['40.77', '-106.919']","['40.731', '-106.877']",IV(V),Willow Creek,0.005685991558217258
233,17035585.0,CO,3633,Wolf Creek ,01. Downstream from Highway 160 Bridge,"['37.456600189209', '-106.88189697266']","['37.449100494385', '-106.88269805908']",IV+,Wolf Creek,0.0013287208088691368
234,2885618.0,CO,4112,Woods Creek ,01. Henderson Mine to West Fork Clear Creek,"['39.76494216919', '-105.81871032715']","['39.768463134766', '-105.81600952148']",V,Woods Creek,0.001409113904395663
235,1357244.0,CO,435,Yampa ,01. Yampa River Park to Transit Center,"['40.4754', '-106.831']","['40.4931', '-106.85']",III,Yampa River,0.0025289580858528444
236,1357198.0,CO,10522,Yampa ,02. Transit Center to Pump Station,"['40.4929', '-106.851']","['40.488', '-107.16']",I,Yampa River,0.003261613864325377
237,1356952.0,CO,10523,Yampa ,03. Little Yampa Canyon,"['40.48', '-107.614']","['40.501', '-108.033']",I-II(III),Yampa River,0.001496240622370607
238,3112187.0,CO,436,Yampa ,04. 85 Rd to Deer Lodge Park Rd,"['40.486', '-108.324']","['40.453', '-108.382']",IV(V),Yampa River,0.003394360175346557
239,3111399.0,CO,437,Yampa ,05. Deerlodge Park to Echo Park,"['40.45000076294', '-108.52300262451']","['40.520999908447', '-108.99099731445']",II-III(IV),Yampa River,0.005072817670279077
240,1326333.0,CO,4105,Yule Creek ,01. Headwaters Run,"['39.010200500488', '-107.14600372315']","['39.032901763916', '-107.16400146484']",V,Yule Creek,0.013098403192958616
241,1326333.0,CO,4384,Yule Creek ,02. Bible Camp to Crystal River,"['39.067249298096', '-107.17838287353']","['39.054347991943', '-107.17414093018']",V+,Yule Creek,0.053473088983955294
0,7713638.0,CT,440,Bantam ,Stoddard Road to Shepaug River,"['41.712009', '-73.245871']","['41.683606', '-73.301891']",II(III),Bantam River,0.013275826226642107
1,6094075.0,CT,5137,Center Brook ,Pisgah Mtn. Rd. to Sandy Brook,"['41.9923', '-73.0906']","['42.0014', '-73.0817']",V,Center Brook,0.5950087839931402
2,7713018.0,CT,439,East Aspetuck ,Paper Mill Road to Housatonic River,"['41.622799', '-73.4002']","['41.582', '-73.419797']",III,East Aspetuck River,0.021207585647602
3,7717672.0,CT,4671,Far Mill River ,Shelton to Housatonic River,"['41.279934', '-73.135597']","['41.258912', '-73.097739']",IV,Farmill River,0.005257515858267916
5,10231869.0,CT,445,"Farmington, W. Branch ",2. Riverton to Satan's Kingdom parking area,"['41.9628', '-73.0172']","['41.8578', '-72.9583']",I-II,Warrington Branch,5.070846768735968
6,6109463.0,CT,10848,Farmington ,1. Satan's Kingdom Parking Area to Canton,"['41.8578', '-72.9583']","['41.8346', '-72.9289']",I-II+(III),Farmington River,0.1057629950644348
7,6109271.0,CT,446,Farmington ,2. Collinsville to Unionville,"['41.783', '-72.922']","['41.761', '-72.896']",II,Farmington River,0.05476747480028491
9,6177424.0,CT,447,Hammonasset ,Summer Hill Rd to Green Hill Rd,"['41.336472', '-72.615476']","['41.323799', '-72.593201']",I-II,Hammonasset River,0.0037540827108625725
10,7711932.0,CT,1050,Housatonic ,1. Great Falls to Falls Village Hydro Plant,"['41.9625', '-73.3729']","['41.9579', '-73.3704']",III-IV,Housatonic River,0.006012491663193966
11,7711932.0,CT,449,Housatonic ,"2. Falls Village Hydro 13.2 mi to Swifts Bridge, 9.3 mi to ...","['41.9581', '-73.3706']","['41.8072', '-73.3917']",II-III,Housatonic River,0.0010641691594830119
12,7714082.0,CT,448,Housatonic ,3. Bulls Bridge Dam to Power Plant,"['41.6759', '-73.5094']","['41.6587', '-73.4921']",IV,Housatonic River,0.0004432335727411497
13,23017962.0,CT,5424,Natchaug ,"1. Upper, Route 44 to England Road","['41.869999', '-72.087997']","['41.877157', '-72.085116']",II,Hangman Creek,0.0020017980190725803
14,6162939.0,CT,451,Natchaug ,"2. Diana's Pool, England Road to Route 198","['41.79', '-72.124']","['41.778', '-72.132']",II-IV,Natchaug River,0.019150754554326303
15,22338491.0,CT,5425,Natchaug ,"3. Lower, Route 198 to Bassetts Bridge Road","['41.778256', '-72.13137']","['41.752774', '-72.154881']",II(III),Sand Branch,5.597506501157457
16,7712342.0,CT,5045,Naugatuck ,1. Torrington,"['41.833436', '-73.148132']","['41.78897', '-73.114395']",II-III+,Naugatuck River,0.050781174858405116
17,7713302.0,CT,10169,Naugatuck ,2. South Waterbury–Beacon Falls,"['41.518241', '-73.046166']","['41.442001', '-73.063004']",I-II,Naugatuck River,0.008266106701465645
18,7732029.0,CT,452,Norwalk ,Bridge in Cannondale to Long Island Sound,"['41.216301', '-73.426102']","['41.11849', '-73.412947']",II(IV),Norwalk River,0.0009221892430486683
19,6148739.0,CT,453,Quinebaug ,Below Route 6,"['41.80137', '-71.888103']","['41.789745', '-71.889278']",III,Quinebaug River,0.0009500621032339119
20,7700294.0,CT,2608,Roaring Brook ,Cold Brook Rd to Rt 17 in S Glastonbury,"['41.67282', '-72.560239']","['41.665137', '-72.603587']",III-IV,Roaring Brook,0.018189434570643384
21,4547888.0,CT,442,Salmon ,"Blackledge, Old route 2 to covered bridge at Hwy 16","['41.605', '-72.4197']","['41.5531', '-72.4486']",II,Salmon Run,9.077696422209762
22,4547888.0,CT,3060,Salmon ,"Jeremy, Old route 2 to covered bridge at Hwy 16","['41.5886', '-72.3839']","['41.5531', '-72.4486']",II,Salmon Run,9.104971255847
23,6107089.0,CT,454,Sandy Brook ,Phelps Flat Rd. to Route 8 Bridge,"['42.014107', '-73.100424']","['41.978295', '-73.045221']",IV,Sandy Brook,0.0035282930717292454
25,9480528.0,CT,456,Still ,Above Sandy Brook,"['41.974063', '-73.039807']","['41.971401', '-73.037201']",V,Still Run,3.0944739966298034
26,7712756.0,CT,457,Tenmile ,South Dover NY to Gaylordsville CT,"['41.654300689697', '-73.54419708252']","['41.64640045166', '-73.483299255371']",I-II(III),Tenmile River,0.018298994598277774
27,6162585.0,CT,5423,Willimantic River ,1. Eagleville Dam to Bridge Street,"['41.784531', '-72.280464']","['41.711559', '-72.219925']",I-II,Willimantic River,0.0043078585167155405
28,6163177.0,CT,5422,Willimantic River ,2. Bridge St. to the Thread Mill,"['41.7117', '-72.218102']","['41.710201', '-72.2099']",III-IV,Willimantic River,0.026789711831227952
0,22338089.0,DC,2588,Anacostia ,Aquatic Garden Run,"['38.949036', '-76.956078']","['38.9011', '-76.959648']",I,Anacostia River,0.023001056780072474
1,22338423.0,DC,746,Rock Creek ,2. Beach Dr. below East-West Hwy to Potomac River in D.C.,"['38.985802', '-77.061699']","['38.899399', '-77.0578']",I-III,Rock Creek,0.011723329262626906
0,4650724.0,DE,3552,Brandywine Creek ,"Shaws Bridge Park, Lenape, PA to Thompson Bridge Road, DE","['39.919877', '-75.645073']","['39.818802', '-75.569801']",I,Brandywine Creek,0.0011255794063557171
1,4652076.0,DE,458,Brandywine Creek ,Thompson Bridge Road to Market Street,"['39.818801879883', '-75.569801330566']","['39.762798309326', '-75.556999206543']",III,Brandywine Creek,0.0016058324428818757
2,4651090.0,DE,459,Red Clay Creek ,Marshall Bridge Road to Rt. 41,"['39.818199157715', '-75.691497802734']","['39.73860168457', '-75.634201049805']",I-II,Red Clay Creek,0.012873336897247943
0,2016586.0,FL,3178,Alapahoochee (Grand Bay Canal) ,GA SR 135 in Echols Co. to Fla SR 150 on the Alapaha,"['30.6287', '-83.0885']","['30.5983', '-83.0733']",I(II),Alapahoochee River,0.0007285773809279978
1,2287413.0,FL,3179,Aucilla ,Fla SR 257 to gauging station near Cabbage Grove ,"['30.2732', '-83.857']","['30.2006', '-83.9245']",I-II,Aucilla River,0.02220984016152257
2,2133606.0,FL,4182,Chipola ,County Road 278 to County Road 274,"['30.6275', '-85.1657']","['30.5257', '-85.1617']",I,Chipola River,0.0008427105078276479
3,2000218.0,FL,3180,Falling Creek ,Fla SR 131,"['30.26', '-82.6676']","['30.2625', '-82.6708']",III,Falling Creek,0.004202688663222023
4,166743843.0,FL,3183,Hillsborough ,Tampa,"['28.024700164795', '-82.428298950195']","['28.024799346924', '-82.428398132324']",II,Hillsborough River,0.015964089659663012
5,2000172.0,FL,3181,Suwannee ,Big Shoals Tract to U.S. 41 bridge,"['30.3245', '-82.7144']","['30.3271', '-82.7399']",I-II(III),Suwannee River,0.002208393080954477
6,2016596.0,FL,4150,Turket Creek ,Jennings to Alapaha,"['30.598100662231', '-83.092300415039']","['30.598300933838', '-83.073600769043']",III-IV,Turket Creek,0.0012307412782173025
0,2016586.0,GA,3178,Alapahoochee (Grand Bay Canal) ,GA SR 135 in Echols Co. to Fla SR 150 on the Alapaha,"['30.6287', '-83.0885']","['30.5983', '-83.0733']",I(II),Alapahoochee River,0.0007285773809279978
1,6330502.0,GA,4556,Alcovy ,1- US 29 to Alcovy Rd.,"['33.9785', '-83.9393']","['33.9625', '-83.9268']",II-III,Alcovy River,0.006016034574369143
2,6331626.0,GA,460,Alcovy ,2- GA Route 81 to US 278,"['33.881500244141', '-83.824203491211']","['33.59289932251', '-83.80729675293']",I-II,Alcovy River,0.004324546334292243
3,6334808.0,GA,3372,Alcovy ,3- Factory Shoals,"['33.45650100708', '-83.830703735352']","['33.443698883057', '-83.82559967041']",III,Alcovy River,0.0004763246605732131
4,15819047.0,GA,3386,Allen Creek ,Pigeon Mountain Wildlife Management Area to SR 337,"['34.644599914551', '-85.402801513672']","['34.600898742676', '-85.388801574707']",V,Allen Creek,0.014629351481217197
5,23123397.0,GA,462,Amicalola Creek ,Lower,"['34.426', '-84.2127']","['34.3555', '-84.2064']",III-IV+,Pacific Creek,0.01652479276723387
6,23894038.0,GA,461,Amicalola Creek ,Upper,"['34.499699', '-84.247498']","['34.425598', '-84.212097']",II-III,Cavitt Creek,0.0030365654940949765
7,3286466.0,GA,463,Annewakee ,Anneewakee Road to GA Route 166,"['33.701000213623', '-84.686500549316']","['33.665298461914', '-84.683799743652']",II-III+(IV),Anneewakee Creek,0.0025374143942602425
8,1052085.0,GA,3374,Apalachee ,3 - High Shoals to Price Mill,"['33.817563511913', '-83.50558690672']","['33.786012680604', '-83.473002083304']",II-III(IV),Apalachee River,0.00034097087449426336
9,1050457.0,GA,464,Apalachee ,4 - Price Mill Road to Hwy 441,"['33.785895943182', '-83.472920687894']","['33.718877688008', '-83.434171313888']",I-II,Apalachee River,0.009905527491524345
10,1050611.0,GA,3861,Apalachee ,5 &amp; 6: 441/Pot Leaf Shoals to Lake Oconee,"['33.718888886916', '-83.434133878144']","['33.608675643829', '-83.349292392144']",II-III,Apalachee River,0.003230379790907267
11,6265940.0,GA,4118,Augusta Canal Overflow ,Augusta Canal Pump Station,"['33.4983', '-81.9972']","['33.4969', '-81.997']",III-V,West Fork Overflow Creek,1.963621255773366
12,1049881.0,GA,11140,Barber Creek ,Daniels Bridge to Macon Hwy,"['33.899600910515', '-83.442883148839']","['33.910743950364', '-83.400885019447']",II-III(IV),Barber Creek,0.0035089494164419767
13,3286100.0,GA,4503,Bear Creek (Fulton County) ,Cochran Mill,"['33.576499938965', '-84.714797973633']","['33.600399017334', '-84.741096496582']",I(V),Bear Creek,0.0015414483916039025
14,19698399.0,GA,465,Bear Creek ,Hwy 129 pull off by bridge to Canyon View Rd takeout,"['34.8281', '-85.4593']","['34.8611', '-85.4858']",V,Bear Creek,0.004130004358354729
15,15821833.0,GA,467,Big Cedar Creek ,Chubbtown Bridge to Lyons Bridge,"['34.0879', '-85.2839']","['34.1653', '-85.3427']",II+,Big Cedar Creek,0.07595616193568701
16,6280559.0,GA,4106,Big Clouds Creek ,GA 22 to Watson Mill Bridge St. Pk.,"['33.997501373291', '-83.109703063965']","['34.02379989624', '-83.066596984863']",I-II,Big Clouds Creek,0.0047491702354364364
17,6267544.0,GA,468,Big Creek ,Highway 28 to Overflow Creek,"['34.983100891113', '-83.191703796387']","['34.949501037598', '-83.206001281738']",IV-V(V+),Big Creek,0.0028701514181728076
19,6268568.0,GA,3373,Big Panther Creek ,Old Hwy 441 to dirt road off Yonah Lake Road,"['34.698600769043', '-83.419700622559']","['34.678901672363', '-83.338096618652']",III-IV+(V),Panther Creek,0.0058847085471582
20,6335252.0,GA,4122,Big Sandy Creek ,Chief McIntosh Lake to GA 42,"['33.245300292969', '-83.926597595215']","['33.246898651123', '-83.920303344727']",II-III,Big Sandy Creek,0.0036529570455236375
21,2040709.0,GA,3909,Blood Mountain Creek ,to Dicks Creek,"['34.711200714111', '-83.95240020752']","['34.697498321533', '-83.952201843262']",III-V,Blood Mountain Creek,0.0036637272633323103
22,2040853.0,GA,4639,Boggs Creek ,USFS Campground to Turner's Corner,"['34.687801361084', '-83.892601013184']","['34.663101196289', '-83.900802612305']",II-III+,Boggs Creek,0.002957099482558765
23,9870274.0,GA,5724,"Broad, South Fork ",Watson Mill Bridge State Park,"['34.026515960693', '-83.074157714844']","['34.024421691895', '-83.06999206543']",II+(III),Broad Mouth Creek,0.7948949595966428
24,6278499.0,GA,469,Broad ,US Route 281 to US Route 172,"['34.1817', '-83.146589']","['34.155177', '-83.080356']",I-II(III),Broad River,0.0024817383020787898
25,1049957.0,GA,11147,Calls Creek ,to Oconee River,"['33.881547', '-83.389273']","['33.891536', '-83.376498']",III+(IV),Calls Creek,0.003042416473790971
26,6478281.0,GA,470,Cartecay ,1. GA Route 52 to Lower Cartecay Road,"['34.652198791504', '-84.398101806641']","['34.69169998169', '-84.478897094727']",I-II,Cartecay River,0.0056818264593516965
27,23017922.0,GA,3418,Cartecay ,2. Lower Cartecay Road to Stegall Mill Road Road,"['34.6383', '-84.4087']","['34.6366', '-84.4335']",I-II+(III),Hangman Creek,0.0029058189895533925
28,6478377.0,GA,3631,Cartecay ,3. Stegall Mill Road to DNR,"['34.6366', '-84.4337']","['34.6541', '-84.4543']",II(III),Cartecay River,0.004698452511206854
29,2040493.0,GA,473,Chattahoochee ,1 - USFS Road 44 to Robertson,"['34.7854', '-83.7829']","['34.7173', '-83.7478']",II-IV,Chattahoochee River,0.0021419841269260604
30,2040713.0,GA,472,Chattahoochee ,2 - Robertson to GA Route 115,"['34.7122', '-83.7453']","['34.5745', '-83.6345']",I-II,Chattahoochee River,0.0004188078318322817
31,2041579.0,GA,471,Chattahoochee ,3 - Upper Hooch - GA Route 115 to Duncan Bridge Road,"['34.5745', '-83.6345']","['34.5409', '-83.6224']",II+,Chattahoochee River,0.0005338501662572187
33,2045337.0,GA,4475,Chattahoochee ,5 - Middle Hooch - Buford Dam to Highway 20,"['34.1583', '-84.0783']","['34.1271', '-84.0945']",I-II(III),Chattahoochee River,0.0018204351128254933
34,2048193.0,GA,474,Chattahoochee ,6 - Metro Hooch - Powers Ferry to West Pallisades/Paces Mill,"['33.9029', '-84.4429']","['33.8686', '-84.4541']",I-II+(III),Chattahoochee River,0.0032761104987506823
35,3286332.0,GA,3371,Chattahoochee ,7 - The Wave - Upstream of Atlanta Road,"['33.8284', '-84.454498']","['33.827999', '-84.455498']",II(III),Chattahoochee River,0.0026249998095299967
36,3434268.0,GA,3659,Chattahoochee ,8 - Metro Columbus/Phenix City,"['32.4949', '-84.9955']","['32.4682', '-84.9955']",II-III+(IV),Chattahoochee River,0.00044594170022577677
37,6267746.0,GA,2590,"Chattooga, West Fork ",Overflow Creek Road Bridge to Highway 28 Boater's Access,"['34.9494', '-83.2061']","['34.9096', '-83.1795']",I-II,Chattooga River,0.04810809595068225
38,6265844.0,GA,3446,Chattooga ,Ellicott Rock - Bull Pen Bridge to Burrell's Ford,"['35.015999', '-83.126297']","['34.9743', '-83.116203']",III-IV+(V),Chattooga River,0.004481525186803664
39,6269146.0,GA,1049,Chattooga ,Rock Gorge - Burrell's Ford to Lick Log Creek,"['34.974499', '-83.116096']","['34.929798', '-83.133598']",II-V,Chattooga River,0.00225690761884258
40,6267746.0,GA,477,Chattooga ,Section 2 - Highway 28 Putin to Earl's Ford,"['34.913206', '-83.169698']","['34.879398', '-83.2286']",II,Chattooga River,0.00501945734118265
41,6267746.0,GA,475,Chattooga ,Section 3 - Earls Ford to Route 76 Bridge,"['34.918899536133', '-83.168601989746']","['34.813598632812', '-83.306396484375']",II-III+(IV),Chattooga River,0.001097647955435189
42,6269342.0,GA,476,Chattooga ,Section 4 - Route 76 Bridge to Tugaloo Lake Boat Ramp,"['34.814098', '-83.306198']","['34.7351', '-83.346497']",II-IV+,Chattooga River,0.003465200282814205
45,2040985.0,GA,478,Chestatee ,3 - Copper Mine to Lumpkin County Park,"['34.665699005127', '-83.902900695801']","['34.469200134277', '-83.972396850586']",I-II(III),Chestatee River,0.0035623249619612203
49,19534318.0,GA,3628,Coleman ,Coleman River Rd to Tallulah River,"['34.950500488281', '-83.51789855957']","['34.929599761963', '-83.546203613281']",V,Coleman Fork,2.887182445160217
50,12192938.0,GA,479,Conasauga ,Chicken Coop Gap to East Cowpen Road - Upper,"['34.92610168457', '-84.641296386719']","['34.961898803711', '-84.669799804688']",III-IV,Conasauga River,0.004196686481049876
51,12193020.0,GA,3639,Conasauga ,Hickory Creek Trailhead to East Cowpen Road,"['34.9019', '-84.6435']","['34.96', '-84.6698']",IV(V),Conasauga River,0.009094294585078358
52,12192636.0,GA,1735,Conasauga ,Jacks River to U.S. 411 Bridge,"['34.988', '-84.633']","['35.009', '-84.734']",II-III,Conasauga River,0.005466085985426116
53,5908529.0,GA,10681,Conasauga ,Upper Upper Upper (Section 1) - Chestnut Lead Trail to Hicko...,"['34.866798400879', '-84.59880065918']","['34.904300689697', '-84.63200378418']",III-IV+,Rockfish Run,0.18408752253479413
54,19668953.0,GA,480,Cooper Creek ,USFS Route 33 to Mulky Creek Camp - Toccoa river trib.,"['34.758399963379', '-84.030601501465']","['34.743301391602', '-84.124702453613']",II-III,Cooper Creek,0.0022972078280557077
55,15823339.0,GA,3875,Coosa ,Lock and Dam,"['34.20000076294', '-85.255897521973']","['34.200298309326', '-85.25789642334']",III,Coosa River,0.0022414466395420337
56,6478167.0,GA,481,Coosawattee ,GA Route 5 to Carter's Lake,"['34.669799804688', '-84.499900817871']","['34.615299224854', '-84.670997619629']",I-II,Coosawattee River,0.002146985540915529
57,23123397.0,GA,4505,Corbin Creek ,Lower,"['34.832801818848', '-83.68049621582']","['34.859298706055', '-83.721099853516']",III-V,Pacific Creek,0.01652479276723387
58,19698471.0,GA,3574,Daniel Creek ,to Bear Creek,"['34.816101074219', '-85.490997314453']","['34.861099243164', '-85.485801696777']",V+,Daniel Creek,0.008469057948886301
59,12744853.0,GA,3916,Darnell Creek ,Roadside along Darnell Creek Rd.,"['34.946300506592', '-83.342102050781']","['34.95890045166', '-83.362503051758']",III+(V+),Teton River,0.16774342067323772
60,6275905.0,GA,11238,Dicks Creek. Russell WMA. ,FS 187 to Middle Fork Broad. ,"['34.549732', '-83.402724']","['34.523218', '-83.434663']",III-V,Dicks Creek,0.012548186960677558
61,2040863.0,GA,4070,Dicks Creek ,1- First WMA Gate to Old Waters Creek Campground,"['34.6803', '-83.9378']","['34.6748', '-83.9292']",V,Dicks Creek,0.004112063229087277
62,2040863.0,GA,3910,Dicks Creek ,2- Old Waters Creek Campground to Turners Corner,"['34.680198669434', '-83.937797546387']","['34.665599822998', '-83.90299987793']",IV,Dicks Creek,0.004155792069456375
63,2040699.0,GA,4062,Dodd Creek ,Ravencliff Trail to GA 348,"['34.74100112915', '-83.79460144043']","['34.69100189209', '-83.769401550293']",IV-V(V+),Dodd Creek,0.02495445787464448
64,3285980.0,GA,482,Dog ,GA Route 5 to Dog River Reservoir,"['33.6535987854', '-84.821197509766']","['33.621601104736', '-84.792701721191']",III+,Dog River,0.0146052627941221
66,2040695.0,GA,5138,Dukes Creek ,to Dodd Creek,"['34.7201', '-83.7943']","['34.7122', '-83.7905']",V,Dukes Creek,0.0063609452913882
68,6494392.0,GA,3793,Etowah ,"1 - Upper, Above Hightower Road","['34.6078', '-84.0976']","['34.593', '-84.0778']",III-IV+,Etowah River,0.004863797795963196
69,6494448.0,GA,3794,Etowah ,2 - Hightower Road to first Hwy 9 crossing,"['34.5921', '-84.0783']","['34.5149', '-84.0601']",II(III),Etowah River,0.00968891371620805
70,6494756.0,GA,483,Etowah ,3 - Highway 9 to Highway 136,"['34.5149', '-84.0601']","['34.4128', '-84.0187']",II(IV),Etowah River,0.007177939049604767
71,6495778.0,GA,4644,Etowah ,4 - Highway 136 to Kelly Bridge Road ,"['34.412799835205', '-84.018699645996']","['34.355461120605', '-84.206398010254']",I(II),Etowah River,0.003139277615652918
72,2043115.0,GA,4453,Flat Creek ,GA 52 to Glades,"['34.449001312256', '-83.764801025391']","['34.423900604248', '-83.73690032959']",II-III(V+),Flat Creek,0.002250375558123057
73,3296896.0,GA,484,Flat Shoals ,GA Route 18 to GA Route 103,"['32.881660461426', '-85.077728271484']","['32.836605072021', '-85.115997314453']",II,Flat Shoal Creek,0.003165761199909364
74,6421014.0,GA,485,Flint ,Sprewell Bluff State Park to Po Biddy Road,"['32.98929977417', '-84.529197692871']","['32.838798522949', '-84.424301147461']",I-II(IV),Flint River,0.0043868456516625905
75,2040867.0,GA,4061,Frogtown Creek ,US 19/129 to US 19/129 at Turners Corner,"['34.693', '-83.913']","['34.666', '-83.903']",III-V(V+),Frogtown Creek,0.001663620750053496
77,19698743.0,GA,3891,Gulf Creek ,Forester Gulf - Hwy 157 to Holder Loop,"['34.7651', '-85.4604']","['34.7528', '-85.4885']",V+,Gulf Creek,0.0038943492396115243
78,1050583.0,GA,3795,Hard Labor Creek ,Historic Brown Hill Church to Browning Shoals,"['33.728199005127', '-83.660598754883']","['33.681800842285', '-83.630401611328']",III,Hard Labor Creek,0.009148282216385013
79,2041631.0,GA,4515,Hazel Creek ,US 441 Bus. to Duncan Bridge ,"['34.569198608398', '-83.541702270508']","['34.540798187256', '-83.623001098633']",III+,Hazel Creek,0.007297742644614424
80,19679941.0,GA,3900,Helton Creek ,US 19 to Nottelly River,"['34.753700256348', '-83.92440032959']","['34.761199951172', '-83.87370300293']",I,Helton Creek,0.011737153879159995
81,11737601.0,GA,4464,High Shoals Creek ,High Shoals Creek Trailhead to Hiwassee River to US 17,"['34.816200256348', '-83.726898193359']","['34.859298706055', '-83.721099853516']",III-IV+(V+),Rocky River,0.009915591949260031
82,6267572.0,GA,486,Holcombe Creek ,FS Road 86B bridge to Three Forks of W.Fork Chattooga,"['34.96900177002', '-83.235801696777']","['34.949501037598', '-83.206001281738']",IV-V+,Holcomb Creek,0.006151337293170221
83,12193472.0,GA,3390,Holly Creek ,Cohutta Wilderness,"['34.818500518799', '-84.593399047852']","['34.815898895264', '-84.667198181152']",IV(V),Holly Creek,0.00655943969021735
84,6277535.0,GA,4116,Hudson ,Wilson Shoals WMA,"['34.417400360107', '-83.599998474121']","['34.400001525879', '-83.586502075195']",I-III+,Hudson River,0.024239207304945824
85,3286112.0,GA,487,Hurricane Creek ,GA Route 5 to Mt. Zion Road,"['33.594398498535', '-84.83869934082']","['33.568298339844', '-84.827201843262']",IV(V),Hurricane Creek,0.014563008460671819
